Cadena	Marca	Talla	Paq x Caja	Conteo	Familia	Producto	Codigo Producto
Chedraui	Kimbies	NA		90	Toalla Húmeda	Kimbies NA/90	91
Chedraui	Chicolastic 	NA		120	Toalla Húmeda	Chicolastic  NA/120	93
Chedraui	BB Tips 	NA		100	Toalla Húmeda	BB Tips  NA/100	94
Chedraui	Dodys Rosa	NA		80	Toalla Húmeda	Dodys Rosa NA/80	99
Chedraui	Dodys Azul	NA		80	Toalla Húmeda	Dodys Azul NA/80	100
Chedraui	GREAT DAY	NA		80	Toalla Húmeda	GREAT DAY NA/80	105
Chedraui	Depend plenitud 	G		10	Pañal Adulto	Depend plenitud  G/10	116
Chedraui	Diapro predoblado gel 	PREDOBLADO		10	Pañal Adulto	Diapro predoblado gel  PREDOBLADO/10	119
Chedraui	Affective Advance	M	4	10	Pañal Adulto	Affective Advance M 4/10	120
Chedraui	Affective Advance	G	4	10	Pañal Adulto	Affective Advance G 4/10	121
Chedraui	Affective Predoblado 	PREDOBLADO	4	10	Pañal Adulto	Affective Predoblado  PREDOBLADO 4/10	122
Chedraui	Affective Protect 	M	4	10	Pañal Adulto	Affective Protect  M 4/10	123
Chedraui	Affective Protect 	G	4	10	Pañal Adulto	Affective Protect  G 4/10	151
Chedraui	Affective Ropa Interior 	M	4	10	Pañal Adulto	Affective Ropa Interior  M 4/10	124
Chedraui	Affective Ropa Interior 	G	4	10	Pañal Adulto	Affective Ropa Interior  G 4/10	125
Chedraui	Cotidian plus 	M	4	10	Pañal Adulto	Cotidian plus  M 4/10	152
Chedraui	Cotidian plus 	G	4	10	Pañal Adulto	Cotidian plus  G 4/10	153
Chedraui	Tena Confort  	M	4	10	Pañal Adulto	Tena Confort   M 4/10	150
Chedraui	Tena Confort  	G	4	10	Pañal Adulto	Tena Confort   G 4/10	129
Chedraui	Tena 	PREDOBLADO		10	Pañal Adulto	Tena  PREDOBLADO/10	130
Chedraui	Tena maxi protect	G		10	Pañal Adulto	Tena maxi protect G/10	132
Chedraui	Tena slip nocturno 	CH-M		8	Pañal Adulto	Tena slip nocturno  CH-M/8	133
Chedraui	Tena slip nocturno 	G		8	Pañal Adulto	Tena slip nocturno  G/8	134
Merco	Absorsec	M	6	14	Pañal Bebe	Absorsec M 6/14	158
Merco	Absorsec	G	6	14	Pañal Bebe	Absorsec G 6/14	159
Merco	Absorsec	CH	4	40	Pañal Bebe	Absorsec CH 4/40	1
Merco	Absorsec	M	4	40	Pañal Bebe	Absorsec M 4/40	2
Merco	Absorsec	G	4	40	Pañal Bebe	Absorsec G 4/40	3
Merco	Absorsec	XG	4	40	Pañal Bebe	Absorsec XG 4/40	4
Merco	Absorsec	XXG	4	40	Pañal Bebe	Absorsec XXG 4/40	5
Merco	Suavelastic	CH	4	40	Pañal Bebe	Suavelastic CH 4/40	11
Merco	Suavelastic	M	4	40	Pañal Bebe	Suavelastic M 4/40	12
Merco	Suavelastic	G	4	40	Pañal Bebe	Suavelastic G 4/40	13
Merco	Suavelastic	XG	4	40	Pañal Bebe	Suavelastic XG 4/40	14
Merco	Suavelastic	XXG	4	40	Pañal Bebe	Suavelastic XXG 4/40	15
Merco	Suavelastic	XXXG	4	40	Pañal Bebe	Suavelastic XXXG 4/40	16
Merco	Chicolastic 	G	6	14	Pañal Bebe	Chicolastic  G 6/14	160
Merco	Chicolastic 	XG	6	14	Pañal Bebe	Chicolastic  XG 6/14	161
Merco	Chicolastic 	CH	4	40	Pañal Bebe	Chicolastic  CH 4/40	32
Merco	Chicolastic 	M	4	40	Pañal Bebe	Chicolastic  M 4/40	33
Merco	Chicolastic 	G	4	40	Pañal Bebe	Chicolastic  G 4/40	34
Merco	Chicolastic 	XG	4	40	Pañal Bebe	Chicolastic  XG 4/40	35
Merco	Chicolastic 	XXG	4	40	Pañal Bebe	Chicolastic  XXG 4/40	36
Merco	Chicolastic 	XXXG	4	40	Pañal Bebe	Chicolastic  XXXG 4/40	37
Merco	Kiddies 	CH	4	40	Pañal Bebe	Kiddies  CH 4/40	139
Merco	Kiddies 	M	4	40	Pañal Bebe	Kiddies  M 4/40	140
Merco	Kiddies 	G	4	40	Pañal Bebe	Kiddies  G 4/40	41
Merco	Kiddies 	XG	4	40	Pañal Bebe	Kiddies  XG 4/40	42
Merco	Kiddies 	XXG	4	40	Pañal Bebe	Kiddies  XXG 4/40	43
Merco	Kiddies 	XXXG	4	40	Pañal Bebe	Kiddies  XXXG 4/40	44
Merco	KIKOLASTIC	M	6	40	Pañal Bebe	KIKOLASTIC M 6/40	162
Merco	KIKOLASTIC	G	6	40	Pañal Bebe	KIKOLASTIC G 6/40	163
Merco	KIKOLASTIC	XG	6	40	Pañal Bebe	KIKOLASTIC XG 6/40	164
Merco	KIKOLASTIC	XXG	6	40	Pañal Bebe	KIKOLASTIC XXG 6/40	165
Merco	BIO BABY	G	2	60	Pañal Bebe	BIO BABY G 2/60	53
Merco	BIO BABY	XG	2	60	Pañal Bebe	BIO BABY XG 2/60	54
Merco	BIO BABY	XXG	2	60	Pañal Bebe	BIO BABY XXG 2/60	55
Merco	BB Tips 	RN	4	40	Pañal Bebe	BB Tips  RN 4/40	56
Merco	BB Tips 	CH	4	40	Pañal Bebe	BB Tips  CH 4/40	57
Merco	BB Tips 	M	4	40	Pañal Bebe	BB Tips  M 4/40	58
Merco	BB Tips 	G	4	40	Pañal Bebe	BB Tips  G 4/40	59
Merco	BB Tips 	XG	4	40	Pañal Bebe	BB Tips  XG 4/40	60
Merco	BB Tips 	XXG	4	40	Pañal Bebe	BB Tips  XXG 4/40	61
Merco	BB Tips 	XXXG	4	40	Pañal Bebe	BB Tips  XXXG 4/40	62
Merco	BB Tips 	G	2	64	Pañal Bebe	BB Tips  G 2/64	63
Merco	BB Tips 	XG	2	60	Pañal Bebe	BB Tips  XG 2/60	64
Merco	BB Tips 	XXG	2	60	Pañal Bebe	BB Tips  XXG 2/60	65
Merco	Babysec Flexiprotect	CH	4	40	Pañal Bebe	Babysec Flexiprotect CH 4/40	156
Merco	Babysec Flexiprotect	M	4	38	Pañal Bebe	Babysec Flexiprotect M 4/38	66
Merco	Babysec Flexiprotect	G	4	36	Pañal Bebe	Babysec Flexiprotect G 4/36	67
Merco	Babysec Flexiprotect	XG	4	34	Pañal Bebe	Babysec Flexiprotect XG 4/34	68
Merco	Babysec Flexiprotect	XXG	4	32	Pañal Bebe	Babysec Flexiprotect XXG 4/32	69
Merco	Babysec Ultra	CH	4	40	Pañal Bebe	Babysec Ultra CH 4/40	70
Merco	Babysec Ultra	M	4	40	Pañal Bebe	Babysec Ultra M 4/40	71
Merco	Babysec Ultra	G	4	40	Pañal Bebe	Babysec Ultra G 4/40	72
Merco	Babysec Ultra	XG	4	40	Pañal Bebe	Babysec Ultra XG 4/40	73
Merco	Babysec Ultra	XXG	4	40	Pañal Bebe	Babysec Ultra XXG 4/40	74
Merco	Soft Dreams  	CH	4	40	Pañal Bebe	Soft Dreams   CH 4/40	75
Merco	Soft Dreams  	M	4	40	Pañal Bebe	Soft Dreams   M 4/40	141
Merco	Soft Dreams  	G	4	36	Pañal Bebe	Soft Dreams   G 4/36	76
Merco	Soft Dreams  	XG	4	34	Pañal Bebe	Soft Dreams   XG 4/34	77
Merco	Soft Dreams  	XXG	4	32	Pañal Bebe	Soft Dreams   XXG 4/32	78
Merco	Soft Dreams  	M	2	56	Pañal Bebe	Soft Dreams   M 2/56	79
Merco	Soft Dreams  	G	2	56	Pañal Bebe	Soft Dreams   G 2/56	80
Merco	Soft Dreams  	XG	2	56	Pañal Bebe	Soft Dreams   XG 2/56	81
Merco	BRAZIL	CH	4	40	Pañal Bebe	BRAZIL CH 4/40	166
Merco	BRAZIL	MED	4	40	Pañal Bebe	BRAZIL MED 4/40	167
Merco	BRAZIL	G	4	40	Pañal Bebe	BRAZIL G 4/40	168
Merco	BRAZIL	XG	4	40	Pañal bebe	BRAZIL XG 4/40	169
Merco	Absorsec	NA		90	Toalla Húmeda	Absorsec NA/90	142
Merco	Absorsec	NA		120	Toalla Húmeda	Absorsec NA/120	89
Merco	BIO BABY	NA		80	Toalla Húmeda	BIO BABY NA/80	92
Merco	Chicolastic 	NA		120	Toalla Húmeda	Chicolastic  NA/120	93
Merco	BB Tips 	NA		100	Toalla Húmeda	BB Tips  NA/100	94
Merco	Babysec	NA		20	Toalla Húmeda	Babysec NA/20	95
Merco	Babysec	NA		80	Toalla Húmeda	Babysec NA/80	96
Merco	Dodys Avena	NA		80	Toalla Húmeda	Dodys Avena NA/80	98
Merco	Dodys Rosa	NA		80	Toalla Húmeda	Dodys Rosa NA/80	99
Merco	Dodys Azul	NA		80	Toalla Húmeda	Dodys Azul NA/80	100
Merco	Dodys relajante	NA		100	Toalla Húmeda	Dodys relajante NA/100	143
Merco	SKIN BALANCE	NA		120	Toalla Húmeda	SKIN BALANCE NA/120	170
Merco	ULTRA SENSITIVE	NA		80	Toalla Húmeda	ULTRA SENSITIVE NA/80	171
Merco	BABY SKY	NA		80	Toalla Húmeda	BABY SKY NA/80	172
Merco	GREAT DAY	NA		80	Toalla Húmeda	GREAT DAY NA/80	105
Merco	Kotex  Anatómica con Alas	NA		10	Toalla Femenina	Kotex  Anatómica con Alas NA/10	106
Merco	Kotex  Anatómica sin Alas	NA		10	Toalla Femenina	Kotex  Anatómica sin Alas NA/10	107
Merco	Kotex Nocturna 	NA		10	Toalla Femenina	Kotex Nocturna  NA/10	108
Merco	Fiore sin limites con alas	NA		8	Toalla Femenina	Fiore sin limites con alas NA/8	145
Merco	Fiore sin limites con alas	NA		14	Toalla Femenina	Fiore sin limites con alas NA/14	109
Merco	Fiore Sin limites sin alas	NA		8	Toalla Femenina	Fiore Sin limites sin alas NA/8	110
Merco	Fiore Sin limites sin alas	NA		14	Toalla Femenina	Fiore Sin limites sin alas NA/14	146
Merco	Fiore Nocturna con alas	NA		8	Toalla Femenina	Fiore Nocturna con alas NA/8	157
Merco	Fiore Nocturna con alas	NA		16	Toalla Femenina	Fiore Nocturna con alas NA/16	111
Merco	Fiore Anatomica  con Alas	NA		8	Toalla Femenina	Fiore Anatomica  con Alas NA/8	112
Merco	Saba amore sin alas	NA		8	Toalla Femenina	Saba amore sin alas NA/8	147
Merco	Saba amore con alas	NA		8	Toalla Femenina	Saba amore con alas NA/8	113
Merco	Saba Confort Noctura	NA		8	Toalla Femenina	Saba Confort Noctura NA/8	148
Merco	Saba Confort  Regular	NA		8	Toalla Femenina	Saba Confort  Regular NA/8	114
Merco	Naturella Nocturna con Manzanilla c/Alas 	NA		10	Toalla Femenina	Naturella Nocturna con Manzanilla c/Alas  NA/10	149
Merco	Naturella con Manzanilla c/Alas	NA		10	Toalla Femenina	Naturella con Manzanilla c/Alas NA/10	115
Merco	Depend ultra confort 	M		10	Pañal Adulto	Depend ultra confort  M/10	117
Merco	Depend ultra confort 	G		10	Pañal Adulto	Depend ultra confort  G/10	118
Merco	Affective Protect 	M	4	10	Pañal Adulto	Affective Protect  M 4/10	123
Merco	Affective Protect 	G	4	10	Pañal Adulto	Affective Protect  G 4/10	151
Merco	Affective Ropa Interior 	G	4	10	Pañal Adulto	Affective Ropa Interior  G 4/10	125
Merco	Cotidian plus 	G	4	10	Pañal Adulto	Cotidian plus  G 4/10	153
Merco	Cotidian plus 	M	2	20	Pañal Adulto	Cotidian plus  M 2/20	173
Merco	Tena Confort  	M	4	10	Pañal Adulto	Tena Confort   M 4/10	150
Merco	Tena Confort  	G	4	10	Pañal Adulto	Tena Confort   G 4/10	129
Merco	Tena maxi protect	CH-M		10	Pañal Adulto	Tena maxi protect CH-M/10	131
Merco	Tena maxi protect	G		10	Pañal Adulto	Tena maxi protect G/10	132
